ObjectID,GlobalID,Target Species,Other Species,Comments,Approximate Area of Population,Evidence of Disturbance/Damage,If Other Factor Please Specify,Approximate Number of Individual Plants Present and Accessible,Percent of Population in Vegetative Growth,Percent of Population Flowering,Percent of Population with Developing Seed,Percent of Population with Mature Seed,Percent of Population Post Seed-Dispersal,Select the Most Frequently Occurring Seed Type,Other Damage:,Estimated Number of Healthy Seeds per Fruit,Estimated Number of Fruits per Stem,Estimated Number of Stems per Individual Plant,Viability Calculation Result,Estimate the Number of Individual Plants at Natural Dispersal Stage,Are You Collecting Seeds on This Trip?,Primary Key,General Notes,ParentGlobalID,CreationDate,Creator,EditDate,Editor
90,b96a4d84-0bbc-4c07-8304-960b181afe41,RACO3,,,0.5,Grazed_Domestic,,150,20,80,0,0,0,Immature,,1,300,3,27000,<50,no,20240615_40.77351557-104.65414389,,891ed187-5d4b-4bca-b3f2-5752689d5378,########,ac15_CSUesri,########,ac15_CSUesri
91,02ce1e2a-9f46-48b5-a146-5bbdb790241a,PASM,,,5,Grazed_Domestic,,2500,100,0,0,0,0,Immature,,7,8,4,,<50,no,20240615_40.77351557-104.65414389,,891ed187-5d4b-4bca-b3f2-5752689d5378,########,ac15_CSUesri,########,ac15_CSUesri
92,4ec7b6d5-10cc-4abf-a447-01253df398e2,BOGR2,,,8,Grazed_Domestic,,4500,100,0,0,0,0,Immature,,1,54,3,145800,<50,no,20240615_40.77351557-104.65414389,,891ed187-5d4b-4bca-b3f2-5752689d5378,########,ac15_CSUesri,########,ac15_CSUesri
93,ab4ad78a-fce9-45a1-9e1c-b62119b57742,RACO3,,,0.7,Grazed_Domestic,,140,20,80,0,0,0,Immature,,1,300,5,42000,<50,no,20240615_40.76853567-104.60419324,"Found directly in the bottom of Coal Creek, which is dry.",4f3462b7-910e-46c0-9940-45aa1b61c370,########,ac15_CSUesri,########,ac15_CSUesri
94,d1a3519b-ac2a-4a2e-8011-7cb353ec8180,BOGR2,,,10,No_Damage,,7000,100,0,0,0,0,Immature,,1,54,3,226800,<50,no,20240613_40.64998767-104.40977121,,e3d2b1d6-a384-4058-ae0a-985750269953,########,cnhp_guest4,########,cnhp_guest4
95,f237ffd7-fbf2-4e63-afb6-0bedc1400db6,PASM,,,3,Grazed_Domestic,,2500,100,0,0,0,0,Immature,,7,8,5,140000,<50,no,20240615_40.76853567-104.60419324,,4f3462b7-910e-46c0-9940-45aa1b61c370,########,ac15_CSUesri,########,ac15_CSUesri
96,fde826c9-bc45-4caf-9e07-1e1db4471665,BOGR2,,,3,Grazed_Domestic,,1000,100,0,0,0,0,Immature,,1,54,3,32400,<50,no,20240615_40.76853567-104.60419324,,4f3462b7-910e-46c0-9940-45aa1b61c370,########,ac15_CSUesri,########,ac15_CSUesri
97,8280ce23-851b-40a4-a2d1-94a7582c2980,BOGR2,,,15,Grazed_Domestic,,1800,100,0,0,0,0,Immature,,1,54,3,58320,<50,no,20240616_40.78144682-104.40993414,,3a6460c3-e1b1-4b6b-81e0-368ed2e63879,########,ac15_CSUesri,########,ac15_CSUesri
98,0dcaf61a-6470-4b45-9947-40f16b4d366a,KOMA,,,0.5,No_Damage,,60,0,10,90,0,0,Immature,,2,30,5,3600,<50,no,20240616_40.80396185-104.46094577,,c342af46-21f2-493a-8596-768368b7768f,########,ac15_CSUesri,########,ac15_CSUesri
99,56bf2759-1ffd-431a-ad8b-3fe02d43c9ad,SCSC,,,0.7,No_Damage,,90,100,0,0,0,0,Immature,,2,0,0,0,<50,no,20240616_40.80396185-104.46094577,,c342af46-21f2-493a-8596-768368b7768f,########,ac15_CSUesri,########,ac15_CSUesri
100,3ae850cf-d0ea-4003-b87a-e92f633146db,ELTR7,,,0.3,No_Damage,,70,100,0,0,0,0,Immature,,4,11,4,2464,<50,no,20240616_40.80396185-104.46094577,,c342af46-21f2-493a-8596-768368b7768f,########,ac15_CSUesri,########,ac15_CSUesri
101,50935d26-185b-448f-8274-28bcead2400f,DAPU,,,0.75,Grazed_Domestic,,75,30,70,0,0,0,Immature,,0,0,0,0,<50,no,20240614_40.80058494-103.99593018,,49a8b815-1eb1-4ede-a3dd-168d9814f23f,########,cnhp_guest4,########,cnhp_guest4
102,f3ab49e8-4411-4c6d-875c-9c7e62cae5c2,SCSC,,,0.75,"Grazed_Domestic,Grazed_Wildlife",,150,100,0,0,0,0,Immature,,2,0,0,0,<50,no,20240614_40.80058494-103.99593018,,49a8b815-1eb1-4ede-a3dd-168d9814f23f,########,cnhp_guest4,########,cnhp_guest4
103,7e2c2240-c315-436f-ab8d-5d8062cefb77,NAVI4,,,0.5,Grazed_Domestic,,300,25,10,60,5,0,Immature,,1,91,6,32760,<50,no,20240616_40.79993561-104.45676113,,cf747e4f-144b-4f9c-93ff-38b195d5731d,########,ac15_CSUesri,########,ac15_CSUesri
104,57455101-3a71-462f-b76d-51e66dfc57aa,BOGR2,,,10,No_Damage,,10000,100,0,0,0,0,Immature,,1,54,3,324000,<50,no,20240616_40.82932506-104.47893758,,d481f63c-16c4-49af-b07c-73ba73754f60,########,ac15_CSUesri,########,ac15_CSUesri
105,871cb0a1-8137-49ab-b27c-8d3150be26e0,PASM,,,10,No_Damage,,5000,100,0,0,0,0,Immature,,7,8,3,168000,<50,no,20240616_40.82932506-104.47893758,,d481f63c-16c4-49af-b07c-73ba73754f60,########,ac15_CSUesri,########,ac15_CSUesri
106,99bae318-da2a-4c6e-8d35-8ee92a4e70b1,BOGR2,,,10,Grazed_Domestic,,10000,100,0,0,0,0,Immature,,1,54,3,324000,<50,no,20240616_40.85084975-104.46304654,,e6355778-58a6-42f0-8afc-10a17a5aa8b1,########,ac15_CSUesri,########,ac15_CSUesri
107,47da0419-1590-4f9a-b93d-f8f749fe51ee,PASM,,,10,Grazed_Domestic,,8000,100,0,0,0,0,Immature,,7,8,4,358400,<50,no,20240616_40.85084975-104.46304654,,e6355778-58a6-42f0-8afc-10a17a5aa8b1,########,ac15_CSUesri,########,ac15_CSUesri
108,f64875c9-cb2f-4663-9f43-7bfde2f6419e,THRH,,,0.1,Other,Near road,60,100,0,0,0,0,Immature,,7,5,4,1680,<50,no,20240616_40.85374313-104.5044356,,3f984625-a6a8-478a-a0ef-36c253906a43,########,ac15_CSUesri,########,ac15_CSUesri
109,8c529882-53b3-4d5e-9ebc-d371ce0c3430,NAVI4,,,3,Grazed_Domestic,,200,10,5,60,25,0,Healthy,,1,91,5,18200,>50,yes,20240616_40.83203229-104.50438293,,d48e423b-639a-4dda-bc7c-f2310b37d17c,########,ac15_CSUesri,########,ac15_CSUesri
110,8c9426c2-8618-4559-b320-747b90296343,None,,,0,No_Damage,,0,0,0,0,0,0,Empty,,0,0,0,0,<50,no,20240617_40.81482587-104.74400605,,e2be4d5b-1855-470b-9918-7512c8746efa,########,ac15_CSUesri,########,ac15_CSUesri
111,df003417-4722-40ee-a90c-b1eaf44c5931,PASM,,,5,No_Damage,,300,100,0,0,0,0,Immature,,7,8,5,16800,<50,no,20240617_40.87975681-104.63979851,,f84f0a78-6f55-4af0-912c-ed7e175e9324,########,ac15_CSUesri,########,ac15_CSUesri
112,c3083d8c-ed80-4c3e-9f13-d5c46589e353,BOGR2,,,5,No_Damage,,5000,100,0,0,0,0,Immature,,1,54,3,162000,<50,no,20240617_40.87975681-104.63979851,,f84f0a78-6f55-4af0-912c-ed7e175e9324,########,ac15_CSUesri,########,ac15_CSUesri
113,382b5e8f-a695-4a52-8db0-4d988b449250,RACO3,,,1,Flooded,,70,20,80,0,0,0,Immature,,1,300,3,12600,<50,no,20240617_40.88646395-104.63552307,,51a0e2f8-0f07-49f7-a577-270a384816f3,########,ac15_CSUesri,########,ac15_CSUesri
114,2d952681-c6b2-4d39-9341-f8a6e025fa45,PASM,,,1,Flooded,,1500,15,5,80,0,0,Immature,,7,8,4,67200,<50,no,20240617_40.88646395-104.63552307,,51a0e2f8-0f07-49f7-a577-270a384816f3,########,ac15_CSUesri,########,ac15_CSUesri
115,acd69bd2-ee29-46e4-b7de-3b9a93bb315b,BOGR2,,,10,Grazed_Domestic,,5000,100,0,0,0,0,Immature,,1,54,3,162000,<50,no,20240612_40.85702679-103.67887974,,44fb0c90-d13d-4ce0-bdab-742b11f2e461,########,cnhp_guest4,########,cnhp_guest4
116,3a7ca7fb-410d-499b-8585-41e862923ab8,THRH,,,1,Other,OHV,150,90,0,10,0,0,Immature,,7,5,5,5250,<50,no,20240617_40.8927348-104.60917343,,37b92d72-087d-4efd-a36a-4b9c522ec50f,########,ac15_CSUesri,########,ac15_CSUesri
117,933578cb-a650-448c-b2b4-4dedda4c7ffa,BOGR2,,,5,Other,OHV,2000,100,0,0,0,0,Immature,,1,54,3,64800,<50,no,20240617_40.8927348-104.60917343,,37b92d72-087d-4efd-a36a-4b9c522ec50f,########,ac15_CSUesri,########,ac15_CSUesri
118,c203260b-d393-4b37-a5de-56fefd61bafc,PASM,,,2,Grazed_Domestic,,500,100,0,0,0,0,Immature,,7,8,5,28000,<50,no,20240612_40.85080909-103.66708346,,c542316b-9f06-4c32-a0f0-d58e6a92f944,########,cnhp_guest4,########,cnhp_guest4
119,99e4565f-4479-4fd3-8f20-741d05205808,BOGR2,,,10,Grazed_Domestic,,10000,100,0,0,0,0,Immature,,1,54,3,324000,<50,no,20240617_40.87343642-104.57813339,,44e476a0-2446-4e5d-a0d7-d90c4ebd72b2,########,ac15_CSUesri,########,ac15_CSUesri
120,674eb070-ccf2-46fb-9ab9-723b818fac71,PASM,,,7,Grazed_Domestic,,7000,100,0,0,0,0,Immature,,7,8,4,313600,<50,no,20240617_40.87343642-104.57813339,,44e476a0-2446-4e5d-a0d7-d90c4ebd72b2,########,ac15_CSUesri,########,ac15_CSUesri
121,ba59adeb-5eb8-46bd-b43d-5e4a3735cc8f,RACO3,,,0.7,Grazed_Domestic,,80,20,80,0,0,0,Immature,,1,300,0,,<50,no,20240617_40.81483313-104.56385469,Found in the lowest point of the drainage.,c810cdc6-92e8-4a63-874b-d848f2bc6fe6,########,ac15_CSUesri,########,ac15_CSUesri
122,853342c7-2a82-491e-9a76-c77da51e126a,PASM,,,5,Grazed_Domestic,,3000,80,5,15,0,0,Immature,,7,8,5,,<50,no,20240617_40.81483313-104.56385469,,c810cdc6-92e8-4a63-874b-d848f2bc6fe6,########,ac15_CSUesri,########,ac15_CSUesri
123,0a627db4-dd6c-4aae-8a4a-5d2cadfd9f87,BOGR2,,,5,Grazed_Domestic,,2000,100,0,0,0,0,Immature,,1,54,3,64800,<50,no,20240617_40.81483313-104.56385469,,c810cdc6-92e8-4a63-874b-d848f2bc6fe6,########,ac15_CSUesri,########,ac15_CSUesri
124,594c920a-e986-47a9-b386-efa0f6597d06,BOGR2,,,5,Grazed_Domestic,,1000,100,0,0,0,0,Immature,,1,54,3,32400,<50,no,20240613_40.62540764-104.11366699,,db7acd7d-8aca-4a75-8a71-0c5e8c19ea53,########,cnhp_guest4,########,cnhp_guest4
125,36fb8b46-6b42-4f89-82a8-3d32692df39c,KOMA,,,1,Grazed_Domestic,,50,0,0,85,15,0,Immature,,2,30,5,3000,<50,no,20240617_40.81483313-104.56385469,Located on slopes N of drai age near theeroded area,c810cdc6-92e8-4a63-874b-d848f2bc6fe6,########,ac15_CSUesri,########,ac15_CSUesri
126,32a1fdc8-f6d8-4b38-9e38-918a9ee060c5,PASM,,,1,Grazed_Domestic,,200,100,0,0,0,0,Immature,,7,8,5,11200,<50,no,20240613_40.62540764-104.11366699,,db7acd7d-8aca-4a75-8a71-0c5e8c19ea53,########,cnhp_guest4,########,cnhp_guest4
127,4d2e15cb-fdca-41b1-b4e0-e97f9effd440,None,,Some PEAL2 but not enpugh to collect,0,No_Damage,,0,0,0,0,0,0,Empty,,0,0,0,0,<50,no,20240614_40.63714131-104.52331466,,ed9f09be-3752-44d4-bf0d-7fe4a84ed2fd,########,cnhp_guest4,########,cnhp_guest4
128,f59aea86-ef4d-49ac-b0fa-0b86636ef373,None,,Too much grazing disturbance,0,Grazed_Domestic,,0,0,0,0,0,0,Immature,,0,0,0,0,<50,no,20240617_40.81250787-104.5243038,,b09d806d-b634-43a7-b31f-610a2b9d71ff,########,ac15_CSUesri,########,ac15_CSUesri
129,69696ec2-f843-4406-91a1-425c30e83df6,RACO3,,,2,Grazed_Domestic,,250,25,75,0,0,0,Immature,,1,300,3,45000,<50,no,20240617_40.80110426-104.54254525,Found at the lowest point in drainage,b303a252-6843-4252-a845-23ebd3561960,########,ac15_CSUesri,########,ac15_CSUesri
130,95c74ff8-db0a-4027-ba91-0b733a9b9a02,PASM,,,5,Grazed_Domestic,,2500,100,0,0,0,0,Immature,,7,8,5,140000,<50,no,20240617_40.80110426-104.54254525,,b303a252-6843-4252-a845-23ebd3561960,########,ac15_CSUesri,########,ac15_CSUesri
131,5b90c975-a3bd-4fb5-9cf8-a04d2f03877c,BOGR2,,,5,Grazed_Domestic,,1000,100,0,0,0,0,Immature,,1,54,3,32400,<50,no,20240617_40.80110426-104.54254525,,b303a252-6843-4252-a845-23ebd3561960,########,ac15_CSUesri,########,ac15_CSUesri
132,3d21b21b-c931-4849-8fc0-d6fcc46eed2f,PASM,,,8,"Grazed_Domestic,Grazed_Wildlife,Trampled",,2500,100,0,0,0,0,Immature,,7,8,5,140000,<50,no,20240611_40.92602811-103.93042047,,4bfd8c92-4f53-46f0-a683-02af63249d73,########,ac15_CSUesri,########,ac15_CSUesri
133,0d76f3cf-b672-49a3-ade5-e63f0a5a0a33,BOGR2,,,4,"Grazed_Domestic,Grazed_Wildlife,Trampled",,2000,100,0,0,0,0,Immature,,1,54,5,108000,<50,no,20240611_40.92602811-103.93042047,,4bfd8c92-4f53-46f0-a683-02af63249d73,########,ac15_CSUesri,########,ac15_CSUesri
134,403fa7dd-b721-40ac-a9e7-5d0d69695e0c,BOGR2,,,10,Grazed_Domestic,,5000,100,0,0,0,0,Immature,,1,54,3,162000,<50,no,20240612_40.6470899-103.59893493,,619dd68c-8f9e-4b1f-ae6a-81dbcdda4af7,########,ac15_CSUesri,########,ac15_CSUesri
135,daf3ebe2-668b-4a5d-bb12-df55cf4b446a,PASM,,,10,"Grazed_Domestic,No_Damage",,5000,98,1,1,0,0,Immature,,7,8,5,280000,<50,no,20240612_40.6470899-103.59893493,,619dd68c-8f9e-4b1f-ae6a-81dbcdda4af7,########,ac15_CSUesri,########,ac15_CSUesri
136,05dab7b0-1d10-4b9a-925a-eeb534dd106d,BOGR2,,,5,"Grazed_Domestic,Trampled",,5000,100,0,0,0,0,Immature,,1,54,4,216000,<50,no,20240613_40.65116873-103.95457274,,6e97ba81-078e-4456-8f81-43f0a38fd73d,########,ac15_CSUesri,########,ac15_CSUesri
137,e6a272ec-cf90-47ad-b0ec-aac4c657d636,PASM,,,2,"Grazed_Domestic,Trampled",,2000,100,0,0,0,0,Immature,,7,8,5,112000,<50,no,20240613_40.65116873-103.95457274,,6e97ba81-078e-4456-8f81-43f0a38fd73d,########,ac15_CSUesri,########,ac15_CSUesri
138,4192f08e-497e-43a4-8c4f-776c8ea6bcf6,SCSC,,,0.5,No_Damage,,300,100,0,0,0,0,Immature,,2,0,0,0,<50,no,20240614_40.817369-103.99389054,,72f936cb-80e3-426f-934c-f99f11cee284,########,ac15_CSUesri,########,ac15_CSUesri
139,f69b7240-1516-4c67-90f9-50d09078bb9e,BOGR2,,,1,No_Damage,,500,100,0,0,0,0,Immature,,1,54,3,16200,<50,no,20240614_40.817369-103.99389054,,72f936cb-80e3-426f-934c-f99f11cee284,########,ac15_CSUesri,########,ac15_CSUesri
140,2abbff4b-edfb-4f9e-ad0a-e6096775824c,DAPU,,,0.25,Other,Near road,80,100,0,0,0,0,Immature,,0,0,0,0,<50,no,20240614_40.80010155-104.04970888,,4c84c32c-7feb-4ab9-a6f1-0185c488a7ae,########,ac15_CSUesri,########,ac15_CSUesri
141,d4942812-4b9f-419d-a32c-f8db66057311,RACO3,,,0.1,"Seeded,Other",Weedy roadside,70,20,80,0,0,0,Immature,,1,300,4,16800,<50,no,20240614_40.80050159-104.04974579,,3764a9fa-cdaf-4d6a-860f-55ff66047df8,########,ac15_CSUesri,########,ac15_CSUesri
142,41b7bd74-be42-47a5-bfae-6cbf5e7b3e57,PEAL2,,,0.25,No_Damage,,70,20,0,80,0,0,Immature,,30,25,4,42000,<50,no,20240614_40.81406173-104.04961446,,1ebe0461-3e05-408e-ab89-bc09f2b33c32,########,ac15_CSUesri,########,ac15_CSUesri
143,a9efa823-ebaf-47bf-8357-a6cd4a1fa332,HEVI4,,,0.25,No_Damage,,100,100,0,0,0,0,Immature,,1,37,21,15540,<50,no,20240614_40.81406173-104.04961446,,1ebe0461-3e05-408e-ab89-bc09f2b33c32,########,ac15_CSUesri,########,ac15_CSUesri
144,136eb5d7-d0ac-426c-8b92-6a8996fd4c83,BOGR2,,,10,Grazed_Domestic,,5000,100,0,0,0,0,Immature,,1,54,4,216000,<50,no,20240614_40.79059549-104.10496942,,cbc0840d-db2b-46d2-8413-3af312884c09,########,ac15_CSUesri,########,ac15_CSUesri
145,7c75b07c-75e8-4c38-a2ae-adccfdfdb21e,PASM,,,5,Grazed_Domestic,,2500,100,0,0,0,0,Immature,,7,8,4,112000,<50,no,20240614_40.79059549-104.10496942,,cbc0840d-db2b-46d2-8413-3af312884c09,########,ac15_CSUesri,########,ac15_CSUesri
146,4bec78c2-b5a7-4611-865a-ca268649c9bf,BOGR2,,,10,Grazed_Domestic,,5000,100,0,0,0,0,Immature,,1,54,3,162000,<50,no,20240615_40.66859329-104.58574696,,cd3b0ff8-28fa-4e4f-9b87-4c274a908389,########,ac15_CSUesri,########,ac15_CSUesri
147,a2754a80-d686-4bb0-85c4-f2932585204b,PASM,,,2,"Grazed_Domestic,Other",Located in ditch,800,100,0,0,0,0,Immature,,7,8,0,0,<50,no,20240615_40.66859329-104.58574696,Located in ditch,cd3b0ff8-28fa-4e4f-9b87-4c274a908389,########,ac15_CSUesri,########,ac15_CSUesri
148,b165f039-06c5-478b-bf88-19b20fb9e46f,NAVI4,,,5,No_Damage,,500,30,5,65,0,0,Immature,,1,91,5,45500,<50,no,20240611_42.9192547-103.47672297,,d969bc1c-6c68-4598-8480-5dc19ce272ed,########,cnhp_guest4,########,cnhp_guest4
149,2f80286f-b015-451a-9475-881df892ecd7,PASM,,,7,Insect_damage,,2500,90,0,10,0,0,Immature,,7,8,10,280000,<50,no,20240611_42.9192547-103.47672297,,d969bc1c-6c68-4598-8480-5dc19ce272ed,########,cnhp_guest4,########,cnhp_guest4
150,4317f59b-d9c1-4a84-92d3-a678f46fa842,KOMA,,,5,No_Damage,,500,30,30,40,0,0,Immature,,2,30,4,24000,<50,no,20240611_42.9192547-103.47672297,,d969bc1c-6c68-4598-8480-5dc19ce272ed,########,cnhp_guest4,########,cnhp_guest4
151,10fb3115-9b5d-4eba-a5cc-0d23782b8efc,BOGR2,,,5,No_Damage,,100,100,0,0,0,0,Immature,,1,54,7,7560,<50,no,20240611_42.9192547-103.47672297,insect stippling on leaves of PASM,d969bc1c-6c68-4598-8480-5dc19ce272ed,########,cnhp_guest4,########,cnhp_guest4
152,310875dc-9b38-420d-a2c4-6aaf0bb42de9,NAVI4,,,10,No_Damage,,1000,50,0,50,0,0,Immature,,1,91,7,127400,<50,no,20240612_42.9648998-103.43341942,,6a651d84-5158-4f82-a3ca-3e0abf1025a9,########,cnhp_guest4,########,cnhp_guest4
153,1eeed243-0c74-4281-9533-54cf4ab8bc21,PASM,,,10,Insect_damage,,2500,90,0,10,0,0,Immature,,7,8,13,364000,<50,no,20240612_42.9648998-103.43341942,,6a651d84-5158-4f82-a3ca-3e0abf1025a9,########,cnhp_guest4,########,cnhp_guest4
154,91d288af-0021-4a85-a8be-008fdb821d8f,SCSC,,,2,No_Damage,,150,100,0,0,0,0,Immature,,2,0,0,0,<50,no,20240612_42.9648998-103.43341942,,6a651d84-5158-4f82-a3ca-3e0abf1025a9,########,cnhp_guest4,########,cnhp_guest4
155,574b336b-1a50-4f64-94ae-d66798d6b2d7,KOMA,,,3,No_Damage,,350,20,60,10,10,0,Immature,,2,30,6,25200,<50,no,20240612_42.96697388-103.43992688,,e3bf37bc-ec4e-4809-9dd9-984df5738ac5,########,cnhp_guest4,########,cnhp_guest4
156,a16365fb-b3c0-47d8-bb88-90f419ab759e,SCSC,,,3,No_Damage,,400,90,10,0,0,0,Immature,,2,0,0,0,<50,no,20240612_42.96697388-103.43992688,,e3bf37bc-ec4e-4809-9dd9-984df5738ac5,########,cnhp_guest4,########,cnhp_guest4
157,e83161be-3c9c-462d-b952-ee44fbe22285,PASM,,,5,Insect_damage,,600,95,0,5,0,0,Immature,,7,8,12,80640,<50,no,20240612_42.96357863-103.45816851,Minimal insect damage,343fd99a-edb3-4453-b558-a1d226060d76,########,cnhp_guest4,########,cnhp_guest4
158,cdcb2c65-ad43-4f4d-87df-720e74fbe699,NAVI4,,,5,No_Damage,,150,15,50,35,0,0,Immature,,1,91,6,16380,<50,no,20240612_42.96357863-103.45816851,,343fd99a-edb3-4453-b558-a1d226060d76,########,cnhp_guest4,########,cnhp_guest4
159,6c53ad3a-55da-42fb-acd8-23870512a112,ERUM,,,2,No_Damage,,400,40,50,10,0,0,Immature,,1,68,3,16320,<50,no,20240612_42.96507706-103.46210377,,7d55efe5-ef49-4ef1-aa4f-2f01dd851524,########,cnhp_guest4,########,cnhp_guest4
160,94641c79-b433-47db-82bd-ea921e5aa2b5,KOMA,,,4,No_Damage,,700,20,40,40,0,0,Immature,,2,30,7,58800,<50,no,20240612_42.96507706-103.46210377,,7d55efe5-ef49-4ef1-aa4f-2f01dd851524,########,cnhp_guest4,########,cnhp_guest4
161,8a707a66-0d16-4325-b11e-c01aa39ab778,RACO3,,,2,No_Damage,,25,80,0,20,0,0,Immature,,1,300,3,4500,<50,no,20240612_42.96509874-103.46999815,,cd5cc94f-5bf3-4a44-99cc-27a4e511405c,########,cnhp_guest4,########,cnhp_guest4
162,9853b278-4e81-4d3b-8b69-2381eb7e274b,PASM,,,3,No_Damage,,400,90,0,10,0,0,Immature,,7,8,12,53760,<50,no,20240612_42.96509874-103.46999815,,cd5cc94f-5bf3-4a44-99cc-27a4e511405c,########,cnhp_guest4,########,cnhp_guest4
163,006cebcb-67ea-48f7-ae0e-5e15e92e425d,None,,,0,Other,Heavily invaded,0,0,0,0,0,0,Empty,,0,0,0,0,<50,no,20240612_42.956969-103.50554656,Continue up road 1 mile - grassland more intact,46069ab2-6667-458b-9d28-9d83a324bbc3,########,cnhp_guest4,########,cnhp_guest4
164,fe2fd636-52b7-414f-8a73-7747715a5918,ERUM,,,4,No_Damage,,350,30,60,10,0,0,Immature,,1,68,3,14280,<50,no,20240612_42.95308913-103.46989076,,a548cee9-b1f2-42ba-b042-8c6c19c8bd7c,########,cnhp_guest4,########,cnhp_guest4
165,3bd7d043-3d30-417f-a084-d8e958589195,None,,,0,Other,Invaded,0,0,0,0,0,0,Empty,,0,0,0,0,<50,no,20240612_42.80508052-103.5267162,Possible mis-identification or invaded since observation,1df8ef51-7f70-444e-891f-c305720627b4,########,cnhp_guest4,########,cnhp_guest4
166,679d219f-bdf4-42c0-bf88-01a07ebe7172,THRH,,,5,Other,Recreational trail,120,70,0,30,0,0,Immature,,7,5,10,8400,<50,no,20240612_42.85717671-103.58915574,,3a3a168a-96a4-4e7a-a2fd-a93378bd11f7,########,cnhp_guest4,########,cnhp_guest4
167,2551a430-42f2-4572-9d6d-d6881f8367f0,BOGR2,,,1,No_Damage,,150,95,0,5,0,0,Immature,,1,54,6,9720,<50,no,20240612_42.91677106-103.51218703,,7142f3eb-9516-45a1-82cd-f2fcdfa3dd89,########,cnhp_guest4,########,cnhp_guest4
168,ac656613-442f-48c4-b5f9-c4772280d601,THRH,,,0.5,No_Damage,,50,100,0,0,0,0,Immature,,7,5,10,3500,<50,no,20240612_42.91677106-103.51218703,,7142f3eb-9516-45a1-82cd-f2fcdfa3dd89,########,cnhp_guest4,########,cnhp_guest4
169,608ac2fa-66c5-4c9e-b796-66e915a67aa9,DAPU,,,1,No_Damage,,100,70,0,30,0,0,Immature,,0,0,12,0,<50,no,20240613_42.83290501-103.6000962,If flowering other than purple is different species,57e9f31e-4c31-4673-9a9a-0f072c20173a,########,cnhp_guest4,########,cnhp_guest4
170,734d1b03-b4ec-48d5-89bf-5e7d8e1b9160,RACO3,,,1,No_Damage,,120,70,0,30,0,0,Immature,,1,300,3,21600,<50,no,20240613_42.83290501-103.6000962,,57e9f31e-4c31-4673-9a9a-0f072c20173a,########,cnhp_guest4,########,cnhp_guest4
171,c812d3fb-3d12-42f2-b73c-c9d1e346d448,NAVI4,,,2,No_Damage,,300,50,20,30,0,0,Immature,,1,91,7,38220,<50,no,20240613_42.83290501-103.6000962,,57e9f31e-4c31-4673-9a9a-0f072c20173a,########,cnhp_guest4,########,cnhp_guest4
172,57d5a12b-5c0f-4d1e-8367-1beac1042d82,PASM,,,5,No_Damage,,1500,60,20,20,0,0,Immature,,7,8,12,201600,<50,no,20240613_42.83290501-103.6000962,,57e9f31e-4c31-4673-9a9a-0f072c20173a,########,cnhp_guest4,########,cnhp_guest4
173,d388d45a-4974-473b-9532-37883dbe0c11,KOMA,,,5,No_Damage,,400,40,40,20,0,0,Immature,,2,30,5,24000,<50,no,20240613_42.83290501-103.6000962,Good place for volunteer collection event,57e9f31e-4c31-4673-9a9a-0f072c20173a,########,cnhp_guest4,########,cnhp_guest4
174,2ab8cd3e-9085-4f06-b821-a16cb884c784,BOCU,,,1.5,No_Damage,,75,100,0,0,0,0,Immature,,1,0,0,0,<50,no,20240613_42.83239179-103.59965594,,030d7580-0e8a-49d4-8f36-c5edbf256c96,########,cnhp_guest4,########,cnhp_guest4
175,9abae1e8-e248-462c-9f47-66099eab2bb2,BOGR2,,,1.5,No_Damage,,100,100,0,0,0,0,Immature,,1,54,4,4320,<50,no,20240613_42.83239179-103.59965594,,030d7580-0e8a-49d4-8f36-c5edbf256c96,########,cnhp_guest4,########,cnhp_guest4
176,7186e4e8-717e-48e6-a3d5-50d847e2b3ec,Other,Penstemon spp.,,1.5,Other,Fungal,50,20,0,80,0,0,Immature,,35,20,3,21000,<50,no,20240613_42.83239179-103.59965594,,030d7580-0e8a-49d4-8f36-c5edbf256c96,########,cnhp_guest4,########,cnhp_guest4
177,71c56184-c83f-4731-8ed4-d8d40fc71ef2,LIPU,,,3,No_Damage,,75,100,0,0,0,0,Immature,,0,0,0,0,<50,no,20240613_42.8314592-103.59771734,"Two distinct populationsof LIPU present. Both W facing slopes upland,but in wetter areas.",e6f8542f-2617-45f9-93cf-d24c2f329081,########,cnhp_guest4,########,cnhp_guest4
178,4696fe9e-79df-406d-ae77-1d92e0eafd0f,KOMA,,,5,No_Damage,,650,20,30,50,0,0,Immature,,2,30,4,31200,<50,no,20240613_42.8314592-103.59771734,,e6f8542f-2617-45f9-93cf-d24c2f329081,########,cnhp_guest4,########,cnhp_guest4
179,401fbf69-9416-4a81-9be3-9210f9bb4a31,ANGE,,,4,No_Damage,,250,100,0,0,0,0,Immature,,0,0,2,0,<50,no,20240613_42.82471558-103.59688987,,47a766a2-cd3c-4de9-924e-69354a28c4fc,########,cnhp_guest4,########,cnhp_guest4
180,eb916942-c128-414b-a868-37e971d475a6,SCSC,,,4,No_Damage,,1000,100,0,0,0,0,Immature,,2,0,25,0,<50,no,20240613_42.82471558-103.59688987,,47a766a2-cd3c-4de9-924e-69354a28c4fc,########,cnhp_guest4,########,cnhp_guest4
