ObjectID,GlobalID,Primary Key,Seed Collection Ref. Number,USFS Collection ID,Date Collection Started,Date Collection Ended,DateYMD,Recollection,Original Seed Reference Number,Collected Species,Other Species,Comments,Species Collection Number,Collection Technique,Seeds Collected From,Reason for Collecting from Ground,Number of Plants Sampled,Number of Plants Found,Average Plant Height,Field Notes to Assist in Identification of Pressed Specimen,Ecoregion,Ranger District,Org_Code,Provisional Seed Zone,Geology,Has There Been a Change in the Site's Disturbance/Damage Since Your Pre-Collection Form?,New Modifying Factors,If Other Factor Please Specify,Land Form,If Other Land Form Please Specify,Slope,Aspect,Number of Pressed Specimens,Date Voucher Taken,Herbaria names,How Confident are you in This Species' Identification?,Identified By,Material Identified,Date Identified,To be completed before you walk away from the site,Soil Texture,If Other Soil Type Please Specify,National Vegetation Classification,How Confident are you in this Vegetation's Classification?,Notes on NVC,Seed Collection Raw Weight,CreationDate,Creator,EditDate,Editor,x,y
136,6e8c6b39-8631-4041-8cbc-f6207d5a0806,20240906_39.46777091-106.77493519,USFSR2.2-057,HEMU3_SR0510HU_021504_20240906-01,9/6/2024 15:00,9/6/2024 18:00,20240906,no,,HEMU3,,,01,Every_5,Plants,,661,1983,2.5,Ray and disk flowers yellow,SR,21504,21504,0510HU,Sandstone,no,,,Hillslope,,15,W,2,9/6/2024 18:00,Local,8,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Silt_Loam,,CEGL000618 - Populus tremuloides / Tall Forbs Forest,8,Dense understory of tall forbs,710,09/10/2024 16:40:57.732,cnhp_guest4,10/28/2024 21:28:53.704,cnhp_guest4,-106.7750725,39.46770813
137,6ae115c4-9400-4c87-85c7-b766ae6060ba,20240906_39.46777091-106.77493519,USFSR2.2-058,ELGL_SR0510HU_021504_20240906-01,9/6/2024 15:00,9/6/2024 18:00,20240906,no,,ELGL,,,01,Every_5,Plants,,180,540,4,,SR,21504,21504,0510HU,Sandstone,no,,,Hillslope,,15,W,2,9/6/2024 18:00,Local,8,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Silt_Loam,,CEGL000618 - Populus tremuloides / Tall Forbs Forest,8,Dense understory of graminoids and tall forbs,490,09/10/2024 16:41:00.190,cnhp_guest4,10/28/2024 21:29:39.236,cnhp_guest4,-106.775097,39.46771843
138,a396ec67-fee7-4272-a133-f77c05b84988,20240907_39.48253807-106.78746267,USFSR2.2-061,ELGL_SR0510HU_021504_20240907-01,9/7/2024 14:22,9/7/2024 16:00,20240907,no,,ELGL,,,01,Every_5,Plants,,366,1830,4,,SR,21504,21504,0510HU,Sandstone,no,,,Hillslope,,5,W,2,9/7/2024 18:00,Local,8,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Material_photo,Individual_photo,Bags,herbarium_vouchers,filled_out",Silt_Loam,,CEGL000535 - Populus tremuloides - Picea pungens Forest,7,Conifers make up more than 20% of tree canopy,215,09/10/2024 16:41:03.667,cnhp_guest4,10/28/2024 20:51:44.931,cnhp_guest4,-106.7876304,39.48232002
139,fc3180d9-bd34-4e3e-a352-a62602889b0e,20240907_39.68115471-107.19867562,USFSR2.2-063,ELGL_SR0510VH_021504_20240908-01,9/8/2024 13:00,9/8/2024 18:00,20240908,no,,ELGL,,,01,Every_5,Plants,,546,3730,4,,SR,21504,21504,0510VH,Shale,no,,,Plateau,,5,SE,2,9/8/2024 18:00,Local,9,Dina Clark,From Pressed Specimen on Another Date,10/27/2023 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Clay_Loam,,CEGL000618 - Populus tremuloides / Tall Forbs Forest,8,Tall forbs and graminoids dense,430,09/10/2024 16:41:06.681,cnhp_guest4,12/04/2024 17:25:08.390,ac15_CSUesri,-107.1986756,39.68115436
140,5a7f5694-9389-4c09-9afe-26bda5cc8322,20240908_39.74995945-107.29188873,USFSR2.2-065,ELTR7_SR0510VH_021504_20240908-01,9/8/2024 20:15,9/8/2024 22:00,20240908,no,,ELTR7,,,01,Every_5,Plants,,87,435,2,,SR,21504,21504,0510VH,Limestone,no,,,Plateau,,5,SW,2,9/8/2024 18:00,Local,9,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"filled_out,Bags,herbarium_vouchers,Material_photo,Individual_photo,landscape_photo",Loam,,A3954 - Festuca thurberi - Danthonia intermedia - Poa lettermanii Southern Rocky Mountain Subalpine Grassland Alliance,7,"Not enough information on graminoids present, solidago sp. dominant. CEGL001879 - Danthonia intermedia - Solidago multiradiata Grassland , needs review , no description",110,09/10/2024 16:41:09.516,cnhp_guest4,10/29/2024 02:15:54.405,cnhp_guest4,-107.2918964,39.74993894
141,655c5443-c228-4328-90e4-6d01747258f2,20240907_39.67172944-107.17628751,USFSR2.2-066,ERUM_SR1015HU_021504_20240909-01,9/9/2024 13:30,9/9/2024 18:00,20240909,no,,ERUM,,,01,20_percent,Plants,,188,200,0.75,,SR,21504,21504,1015HU,Limestone,no,,,Plateau,,3,SE,2,9/9/2024 18:00,Local,8,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Material_photo,Individual_photo,herbarium_vouchers,Bags,filled_out",Clay_Loam,,CEGL002951- Symphoricarpos oreophilus Shrubland,8,Just out of elevation range,100,09/10/2024 16:41:12.234,cnhp_guest4,10/29/2024 02:33:22.115,cnhp_guest4,-107.1759312,39.67162231
142,ac3f7885-d697-46b4-ad8d-0f31a61a4531,20240908_39.76708525-107.3012973,USFSR2.2-068,Other_SR0510VH_021504_20240909-01,9/9/2024 16:00,9/9/2024 18:00,20240909,no,,Other,Geum triflorum,,01,Every_5,Plants,,632,4000,0.5,,SR,21504,21504,0510VH,Limestone,no,,,Drainage,,3,NE,2,9/9/2024 18:00,Local,8,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Loam,,Salix planifolia / Mesic Forbs Wet Shrubland,5,Difficult to classify without knowing the Salix species. Inaturalist observations have been made in the area of Salix planifolia.,85,09/10/2024 16:41:14.544,cnhp_guest4,10/29/2024 02:59:40.061,cnhp_guest4,-107.3008083,39.76678239
143,54ae3fff-b535-4e4c-9029-5c9b1e9ae419,20240903_39.56179441-105.99054089,USFSR2.2-046,ERUM_SR0510SH_021510_20240903-01,9/3/2024 18:50,9/3/2024 20:00,20240903,no,,ERUM,,,01,20_percent,Plants,,721,865,1,,SR,21510,21510,0510SH,Shale,no,,,Hillslope,,22,SW,2,9/3/2024 18:00,Local,8,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Loam,,CEGL001071 -Artemisia cana ssp. visccidula / Festuca thurberi Shrubland,8,Dominant shrubs and graminoids make it a strong match,270,09/10/2024 16:53:35.644,cnhp_guest4,10/28/2024 18:56:12.424,cnhp_guest4,-105.9905949,39.56178628
144,3c54eb10-f430-42ed-a6a7-f998ea324add,20240904_39.85756367-106.39904332,USFSR2.2-047,ACNE9_SR0510HU_021510_20240904-01,9/4/2024 15:00,9/4/2024 18:00,20240904,no,,ACNE9,,,01,20_percent,Plants,,224,224,4,,SR,21510,21510,0510HU,Limestone,no,,,Hillslope,,13,S,2,9/4/2024 18:00,Local,7,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"Individual_photo,landscape_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Silty_Clay_Loam,,CEGL001631 -Festuca thurberi Subalpine Grassland,8,Festuca idahoensis and F. arizonica not codominant,55,09/10/2024 16:53:37.922,cnhp_guest4,10/28/2024 19:13:45.652,cnhp_guest4,-106.3991326,39.85759953
145,a9b29445-ae27-4d9b-ac75-2574a0655c17,20240904_39.85756367-106.39904332,USFSR2.2-048,ELTR7_SR0510HU_021510_20240904-01,9/4/2024 15:00,9/4/2024 18:00,20240904,no,,ELTR7,,,01,Every_5,Plants,,85,425,2,,SR,21510,21510,0510HU,Limestone,no,,,Hillslope,,13,S,2,9/4/2024 18:00,Local,8,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Silty_Clay_Loam,,CEGL001631 - Festuca thurberi Subalpine Grassland,8,Festuca idahoensis and F. arizonica not codominant,265,09/10/2024 16:53:40.354,cnhp_guest4,10/28/2024 19:15:09.601,cnhp_guest4,-106.399018,39.85756676
146,99736c67-ac9b-448e-8803-6ba53fdc945d,20240904_39.87926851-106.39983561,USFSR2.2-055,CHAN9_SR0510SH_021510_20240904-02,9/4/2024 19:08,9/4/2024 18:00,20240904,no,,CHAN9,,,02,Every_5,Plants,,238,1190,3,,SR,21510,21510,0510SH,Migmatite,no,,,Ridge,,0,Flat,2,9/4/2024 18:00,Local,9,Dina Clark,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Loam,,CEGL000537 - Populus tremuloides - Pinus contorta / Juniperus communis Forest,6,"Recent burn makes it hard to classify, no shrubs present",810,09/10/2024 16:53:42.592,cnhp_guest4,10/28/2024 20:07:00.767,cnhp_guest4,-106.3998398,39.87928201
147,c3e67668-a54c-4276-98af-5a0d5a23fff6,20240904_39.87926851-106.39983561,USFSR2.2-056,Other_SR0510SH_021510_20240904-02,9/4/2024 19:47,9/4/2024 18:00,20240904,no,,Other,Solidago simplex,,02,Every_5,Plants,,169,845,0.75,Yellow ray and disk flowers,SR,21510,21510,0510SH,Migmatite,no,,,Ridge,,0,Flat,2,9/4/2024 18:00,Local,7,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Loam,,CEGL000537 - Populus tremuloides - Pinus contorta / Juniperus communis Forest,6,"Recent burn makes it difficult to classify, no shrubs present",850,09/10/2024 16:53:44.798,cnhp_guest4,10/28/2024 23:00:17.592,cnhp_guest4,-106.3998831,39.8792688
148,7d3c77e1-2472-4b07-8657-8ca6fb8ae66f,20240906_39.46568891-106.7761291,USFSR2.2-059,HEMU3_SR0510HU_021504_20240906-02,9/6/2024 18:45,9/6/2024 21:00,20240906,no,,HEMU3,,,02,Every_5,Plants,,220,1103,2,,SR,21504,21504,0510HU,Sandstone,no,,,Hillslope,,7,W,2,9/6/2024 18:00,Local,8,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Silt_Loam,,CEGL000618 - Populus tremuloides / Tall Forbs Forest,8,Dense understory of tall forbs and grasses,630,09/10/2024 16:53:46.780,cnhp_guest4,10/28/2024 21:38:14.941,cnhp_guest4,-106.7761651,39.46583005
149,551b3314-080f-4c1f-8112-4356bba07db3,20240906_39.46568891-106.7761291,USFSR2.2-060,ERSP4_SR0510HU_021504_20240906-01,9/6/2024 19:21,9/6/2024 21:00,20240906,no,,ERSP4,,,01,Every_5,Plants,,108,540,1.25,,SR,21504,21504,0510HU,Sandstone,no,,,Hillslope,,7,W,2,9/6/2024 18:00,Local,8,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Silt_Loam,,CEGL000618 - Populus tremuloides / Tall Forbs Forest,8,Dense understory of forbs and grasses,320,09/10/2024 16:53:49.758,cnhp_guest4,10/28/2024 21:38:53.899,cnhp_guest4,-106.7760943,39.4656612
150,b0bdfe0f-db42-4f26-b95e-7c6074079ec1,20240907_39.68115471-107.19867562,USFSR2.2-062,ACNE9_SR0510VH_021504_20240908-01,9/8/2024 13:00,9/8/2024 18:00,20240908,no,,ACNE9,,,01,20_percent,Plants,,332,332,3,,SR,21504,21504,0510VH,Shale,no,,,Plateau,,7,SW,2,9/8/2024 18:00,Local,8,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,Bags,filled_out,herbarium_vouchers",Clay_Loam,,CEGL001618 - Festuca idahoensis - Geranium viscosissimum Grassland,6,Out of elevation range. Could also be CEGL001897-Festuca idahoensis Grassland which has no description,60,09/10/2024 16:53:51.966,cnhp_guest4,10/28/2024 21:06:56.731,cnhp_guest4,-107.1981784,39.68132666
151,48ead03e-f9fc-4a21-b9c7-d2ba5085f6e4,20240907_39.68115471-107.19867562,USFSR2.2-069,HEMU3_SR0510VH_021504_20240908-01,9/8/2024 13:00,9/8/2024 18:00,20240908,no,,HEMU3,,,01,Every_5,Plants,,191,955,1.5,Yellow ray and disk flowers,SR,21504,21504,0510VH,Shale,no,,,Plateau,,7,SW,2,9/8/2024 18:00,Local,8,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Clay_Loam,,CEGL001618 - Festuca idahoensis - Geranium viscosissimum Grassland,6,Out of elevation range. Could also be CEGL001897-Festuca idahoensis Grassland which has no description,270,09/10/2024 16:53:54.562,cnhp_guest4,10/28/2024 21:08:16.805,cnhp_guest4,-107.1981075,39.6813701
152,f8bd2785-6fff-42c4-abf6-5220c09f0ffe,20240908_39.74995945-107.29188873,USFSR2.2-064,Other_SR0510VH_021504_20240908-01,9/8/2024 20:15,9/8/2024 22:00,20240908,no,,Other,Geum triflorum,,01,Every_5,Plants,,177,885,0.6,,SR,21504,21504,0510VH,Limestone,no,,,Plateau,,5,SW,2,9/8/2024 18:00,Local,8,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Loam,,A3954 - Festuca thurberi - Danthonia intermedia - Poa lettermanii Southern Rocky Mountain Subalpine Grassland Alliance,7,"Unsure of the grasses present, forbs and graminoids listed possible. Unknown solidago dominant.  CEGL001879 - Danthonia intermedia - Solidago multiradiata Grassland needs review , no description.",30,09/10/2024 16:53:56.949,cnhp_guest4,10/29/2024 02:10:33.299,cnhp_guest4,-107.2918906,39.74997134
153,41b6ec24-60ab-469e-b84d-3af0ced3f855,20240907_39.67172944-107.17628751,USFSR2.2-067,Other_SR1015HU_021504_20240909-01,9/9/2024 13:30,9/9/2024 18:00,20240909,no,,Other,Erigeron subtrivernis,,01,Every_5,Plants,,54,400,1,,SR,21504,21504,1015HU,Shale,no,,,Plateau,,3,SE,2,9/9/2024 18:00,Local,7,Dina Clark,From Pressed Specimen on Another Date,10/1/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Clay_Loam,,CEGL002951 - Symphoricarpos oreophilus Shrubland,8,100 ft outside of elevation range,50,09/10/2024 16:53:59.449,cnhp_guest4,10/29/2024 02:36:06.568,cnhp_guest4,-107.175908,39.67164086
154,d0869e2e-1476-4a44-b79b-68990cdd1a97,20240918_39.05672075-105.08941089,CoNPS2.1-005,Other_SR0510SH_021209_20240918-01,9/18/2024 14:30,9/18/2024 16:00,20240918,no,,Other,Muhlenbergia montana,,01,20_percent,Plants,,468,20000,2.5,,SR,21209,21209,0510SH,Granite,no,,,Intermontane_Basin,,5,N,2,9/18/2024 18:00,Local,10,"M. Gaddis, CoNPS",In Field,9/18/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Sandy_Loam,,"CEGL000862 
Pinus ponderosa / Muhlenbergia montana Woodland",7,"CEGL000862 
Pinus ponderosa / Muhlenbergia montana Woodland
Confidence 7 - all listed dominant and secondary veg listed in summary, correct elevation
",165,09/22/2024 15:17:39.147,cnhp_guest4,11/15/2024 16:28:15.889,cnhp_guest7,-105.0899553,39.05650351
155,eb403ebc-5233-4159-8e00-807d4b7ee6dc,20240918_39.05837985-105.09722199,CoNPS2.1-006,BOGR2_SR0005HU_021209_20240918-01,9/18/2024 16:30,9/18/2024 17:30,20240918,no,,BOGR2,,,01,20_percent,Plants,,380,10000,1,,SR,21209,21209,0005HU,Granite,no,,,Intermontane_Basin,,5,S,2,9/18/2024 18:00,Local,10,"Gaddis, M., CoNPS",In Field,9/18/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Sandy_Loam,,CEGL000848 - Pinus ponderosa / Bouteloua gracilis Woodland,3,"CEGL000848 - Pinus ponderosa / Bouteloua gracilis Woodland
Confidence level 3 - Grasses correct; unsure how to account for proximity to riparian Salix alliance, if even necessary ",190,09/22/2024 15:17:45.476,cnhp_guest4,11/15/2024 16:28:27.334,cnhp_guest7,-105.0979007,39.05957661
156,2310fbf7-8674-4811-8bbe-185a6ee1846e,20240918_39.04358894-105.08150702,CoNPS2.1-007,ERSP4_SR0510SH_021209_20240918-01,9/18/2024 18:00,9/18/2024 19:00,20240918,no,,ERSP4,,,01,Every_5,Plants,,288,1000,1,Light purple ray flowers,SR,21209,21209,0510SH,Granite,no,,,Intermontane_Basin,,5,W,2,9/18/2024 18:00,Local,8,"Gaddis, M., Race, N.",In Field,9/18/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Sandy_Loam,,CEGL000541 - Populus tremuloides - Pinus ponderosa Rocky Mountain Forest ,6,"CEGL000541 - Populus tremuloides - Pinus ponderosa Rocky Mountain Forest 
Confidence level 6 - includes Thermopsis sp. as referred to in summary (secondary veg) ",58,09/22/2024 15:17:49.407,cnhp_guest4,11/15/2024 16:28:53.910,cnhp_guest7,-105.0813446,39.04380591
157,123dd8f8-c5e5-42c4-9c34-027be8fe5c34,20240907_39.65039373-105.87588934,CONPS2.1-013,Other_SR0005VH_021510_20240907-01,9/7/2024 20:07,9/7/2024 18:00,20240907,no,,Other,Arnica mollis,,01,20_percent,Plants,,410,1000,1.5,Yellow flower,SR,21510,21510,0005VH,Gneiss,no,,,Other,Wet meadow,20,E,2,9/7/2024 18:00,Local,8,"Gaddis, M. CoNPS",In Field,9/7/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Silt_Loam,,CEGL005926 - Picea engelmannii / Vaccinium cespitosum Forest,6,"CEGL005926 - Picea engelmannii / Vaccinium cespitosum Forest
Confidence -6 - correct elevation and commonly associated species, but environment listed is for central to northern rockies ",55,09/22/2024 15:24:15.654,cnhp_guest4,11/15/2024 16:27:34.466,cnhp_guest7,-105.8762195,39.64982027
158,bed2b9c4-5a81-42ea-bb46-c343dd71f095,20240917_41.23474495-106.37152474,USFSR2.2-070,CHAN9_SR0510VH_020602_20240917-01,9/17/2024 20:30,9/17/2024 22:00,20240917,no,,CHAN9,,,01,Every_5,Plants,,81,405,2.5,Pink flowers,SR,20602,20602,0510VH,Gneiss,no,,,Hillslope,,25,N,2,9/17/2024 18:00,Local,9,Robert Monahan,From Pressed Specimen on Another Date,10/22/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,Gravelly sand loam,Pinus contorta / Calamagrostis canadensis Swamp Forest CEGL000138,3,Recent burn makes it hard to classify,135,09/24/2024 15:42:14.311,cnhp_guest4,10/25/2024 15:33:20.021,cnhp_guest4,-106.3715327,41.23476199
159,ba4a704d-6311-44a8-b70f-5dd2a1bbedb8,20240918_41.31538523-106.28662731,USFSR2.2-072,Other_SR0510VH_020605_20240918-02,9/18/2024 20:00,9/18/2024 21:30,20240918,no,,Other,Carex ebenea,,02,20_percent,Plants,,140,140,0.75,,SR,20605,20605,0510VH,Sand,no,,,Drainage,,5,SW,2,9/18/2024 18:00,Local,9,Robert Monahan,From Pressed Specimen on Another Date,10/22/2024 18:00,"landscape_photo,Material_photo,Individual_photo,herbarium_vouchers,Bags,filled_out",Other,Gravelly loam,Juncus drummondii - Carex spp. Alpine Snowbed CEGL001905,6,,15,09/24/2024 15:42:18.725,cnhp_guest4,10/25/2024 15:34:22.202,cnhp_guest4,-106.2866043,41.31540796
160,c7174c62-30fe-4e54-9ab9-f46c811fdfc1,20240920_41.11446487-106.86765788,USFSR2.2-074,Other_SR0510VH_020602_20240921-01,9/21/2024 16:00,9/20/2024 18:00,20240921,no,,Other,Bromus ciliatus,,01,20_percent,Plants,,190,250,3.5,,SR,20602,20602,0510VH,Gneiss,no,,,Flat,,2,NE,2,9/20/2024 18:00,Local,8,Robert Monahan CNHP,From Pressed Specimen on Another Date,10/25/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,Gravelly sandy loam,Picea engelmannii / Calamagrostis canadensis Swamp Forest CEGL002678,,,13,09/24/2024 15:42:21.915,cnhp_guest4,11/04/2024 18:53:28.931,cnhp_guest4,-106.8680315,41.11388105
161,d27e334f-ca44-4c75-a577-2713b4a7ae2a,20240920_41.11446487-106.86765788,USFSR2.2-075,ELGL_SR0510VH_020602_20240921-01,9/21/2024 16:00,9/20/2024 18:00,20240921,no,,ELGL,,,01,Every_5,Plants,,209,1045,4,,SR,20602,20602,0510VH,Gneiss,no,,,Flat,,2,NE,2,9/20/2024 18:00,Local,8,Robert Monahan,From Pressed Specimen on Another Date,11/1/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,Gravelly sandy loam,Picea Engelmannii / Calamagrostis canadensis Swamp Forest CEGL002678,4,,25,09/24/2024 15:42:24.342,cnhp_guest4,11/04/2024 18:55:23.193,cnhp_guest4,-106.8680556,41.11387977
162,d51a2d4a-66c1-469a-bcac-18678784493a,20240920_41.11645056-106.89298258,USFSR2.2-076,ELGL_SR0510VH_020602_20240921-02,9/21/2024 18:00,9/20/2024 20:00,20240921,no,,ELGL,,,02,Every_5,Plants,,565,3000,4,,SR,20602,20602,0510VH,Gneiss,no,,,Hillslope,,8,NE,2,9/20/2024 18:00,Local,,Robert Monahan,From Pressed Specimen on Another Date,11/1/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,Gravelly sandy loam,Picea engelmannii / Calamagrostis canadensis Swamp Forest CEGL002678,3,,110,09/24/2024 15:42:26.396,cnhp_guest4,11/04/2024 18:56:48.230,cnhp_guest4,-106.8920554,41.11648324
163,ae8bcf58-7a32-4af2-ac51-a6be65a52629,20240919_41.23468909-106.36109435,USFSR2.2-073,CHAN9_SR0510VH_020602_20240921-01,9/21/2024 17:30,9/21/2024 20:00,20240921,no,,CHAN9,,,01,Every_5,Plants,,937,8000,2,Pink flowers,SR,20602,20602,0510VH,Gneiss,no,,,Hillslope,,25,N,2,9/21/2024 18:00,Local,9,Robert Monahan,From Pressed Specimen on Another Date,10/22/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,Gravelly sandy loam,Pinus contorta / Calamagrostis canadensis Swamp Forest CEGL000138,3,,915,09/24/2024 15:42:28.684,cnhp_guest4,10/25/2024 15:35:01.967,cnhp_guest4,-106.3610958,41.23501215
164,d43d3a04-c0cd-469b-b268-989ac66365a1,20240919_37.45583141-108.08278916,USFSR2.1-071,Other_SR0510VH_021308_20240919-01,9/19/2024 19:00,9/19/2024 20:30,20240919,no,,Other,Trisetum spicatum,,01,Every_5,Plants,,51,500,0.5,,SR,21308,21308,0510VH,Sandstone,no,,,Highland,,15,SW,,9/19/2024 18:00,Local,9,Robert Monahan,From Pressed Specimen on Another Date,10/24/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Loam,,CEGL001969 - Geum rossii - Sibbaldia procumbens Alpine Snowbed,7,,1,09/24/2024 15:43:53.578,cnhp_guest4,11/04/2024 22:34:12.264,cnhp_guest4,-108.0951482,37.46199891
165,848fbbd1-9515-45ab-a4df-c038cb987001,20240919_37.45583141-108.08278916,USFSR2.1-072,Other_SR0510VH_021308_20240919-02,9/19/2024 19:00,9/19/2024 20:30,20240919,no,,Other,Penstemon whippleanus,,02,20_percent,Plants,,160,500,1.5,,SR,21308,21308,0510VH,Sandstone,no,,,Highland,,15,SW,2,9/19/2024 18:00,Local,8,,,,"landscape_photo,Material_photo,Individual_photo,herbarium_vouchers,Bags,filled_out",Loam,,CEGL001969 - Geum rossii - Sibbaldia procumbens Alpine Snowbed,,,25,09/24/2024 15:43:56.459,cnhp_guest4,11/04/2024 22:35:26.088,cnhp_guest4,-108.0951151,37.46186341
166,f0837a3e-f504-4e0b-9eb7-d6f24b5bc86e,20240919_37.45583141-108.08278916,USFSR2.1-073,Other_SR0510VH_021308_20240919-03,9/19/2024 19:08,9/19/2024 18:00,20240919,no,,Other,Bromus ciliatus,,03,Every_5,Plants,,179,895,2,,SR,21308,21308,0510VH,Sandstone,no,,,Highland,,15,SW,,9/19/2024 18:00,Local,8,Robert Monahan,From Pressed Specimen on Another Date,11/1/2024 18:00,"landscape_photo,Material_photo,Individual_photo,herbarium_vouchers,Bags,filled_out",Loam,,CEGL001969 - Geum rossii - Sibbaldia procumbens Alpine Snowbed,,,35,09/24/2024 15:43:58.742,cnhp_guest4,11/04/2024 22:36:39.407,cnhp_guest4,-108.0951365,37.46183303
167,a3fe8129-2fee-4af8-bc19-4c5cb5366c87,20240918_37.7018296-107.77666742,USFSR2.1-074,Other_SR0510VH_021308_20240922-01,9/22/2024 15:00,9/22/2024 18:00,20240922,no,,Other,Penstemon whippleanus,,01,20_percent,Plants,,500,119,1.5,,SR,21308,21308,0510VH,Arkose,no,,,Highland,,15,SE,2,9/22/2024 18:00,Local,,Dina Clark,From Pressed Specimen on Another Date,9/19/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Loam,,CEGL000327 - Abies lasiocarpa - Picea engelmannii / Salix drummondiana Riparian Forest,7,,15,09/24/2024 15:44:01.024,cnhp_guest4,11/19/2024 18:40:48.368,cnhp_guest4,-107.7771684,37.69899703
168,3948f981-32c5-4d4d-8aa3-57545b4fccda,20240918_37.7018296-107.77666742,USFSR2.1-075,Other_SR0510VH_021308_20240922-03,9/22/2024 15:00,9/22/2024 18:00,20240922,no,,Other,Heterotheca foliosa,,03,20_percent,Plants,,200,169,0.5,,SR,21308,21308,0510VH,Arkose,no,,,Highland,,15,SE,2,9/22/2024 18:00,Local,9,Robert Monahan,From Pressed Specimen on Another Date,10/25/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Loam,,CEGL000327 - Abies lasiocarpa - Picea engelmannii / Salix drummondiana Riparian Forest,7,,10,09/24/2024 15:44:03.290,cnhp_guest4,11/04/2024 22:39:17.605,cnhp_guest4,-107.7772117,37.69901275
169,9301b672-3e32-49b3-a167-b47ec998846e,20240918_37.7018296-107.77666742,USFSR2.1-076,Other_SR0510VH_021308_20240922-02,9/22/2024 15:00,9/22/2024 18:00,20240922,no,,Other,Bromus ciliatus,,02,Every_5,Plants,,1000,390,2.5,,SR,21308,21308,0510VH,Arkose,no,,,Highland,,15,SE,2,9/22/2024 18:00,Local,8,Robert Monahan,From Pressed Specimen on Another Date,10/25/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Loam,,CEGL000327 - Abies lasiocarpa - Picea engelmannii / Salix drummondiana Riparian Forest,7,,120,09/24/2024 15:44:05.327,cnhp_guest4,11/04/2024 22:40:20.314,cnhp_guest4,-107.7772931,37.69903857
