ObjectID,GlobalID,Date,Latitude,Longitude,Elevation,Unit,Ranger District,Org_Code,Forest Name,Area Within District,Land owner,Location Details,Ecoregion,Provisional Seed Zone,Geology,Seed Collection Ref. Number,USFS Collection ID,Date Collection Started,Date Collection Ended,DateYMD,Recollection,Original Seed Reference Number,Collection Technique,Seeds Collected From,Reason for Collecting from Ground,Number of Plants Sampled,Number of Plants Found,Average Plant Height,Field Notes to Assist in Identification of Pressed Specimen,Coordinate Source,Accuracy,Accuracy of GPS Unit,GPS Datum,National Vegetation Classification,Modifying Factors,If Other Factor Please Specify,Slope,Aspect,Soil Texture,Number of Pressed Specimens,Date Voucher Taken,Herbaria names,How Confident are you in This Species' Identification?,Identified By,Material Identified,Date Identified,ID Comments,To be completed before you walk away from the site,CreationDate,Creator,EditDate,Editor,Associated Species,Notes on Associated Species,x,y
158,12dd2344-b636-4de9-85a4-7e061f51e2cb,6/29/2023 21:49,42.52444,-108.791,8400,feet,21403,21403,Shoshone National Forest,"FR 300, approx. 1.2 mi",USFS,"From hwy 789 going south from Lander continue onto hwy  28 and turn west onto Louis Lake rd/ FR 300. Travel approx 1.2 mi, site on east side of road.",MR,0510SH,Metagraywacke,,FEID_MR0510SH_021403_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,No_Damage,,,,,,,,,,,,,,10/23/2023 21:56,ac15_CSUesri,10/23/2023 21:56,ac15_CSUesri,,,-108.791,42.52444
159,029fde51-697f-4fa2-9993-372880bac5fd,6/29/2023 21:56,42.53451,-108.8,8600,feet,21403,21403,Shoshone National Forest,"FR 300, approx. 2 mi ",USFS,"From hwy 789 going south from Lander continue onto hwy  28 and turn west onto Louis Lake rd/ FR 300. Travel approx 2 mi, site on west side of road.",MR,0510SH,Metagraywacke,,FEID_MR0510SH_021403_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,No_Damage,,,,,,,,,,,,,,10/23/2023 23:04,ac15_CSUesri,10/23/2023 23:04,ac15_CSUesri,,,-108.8,42.53451
160,3d1e5446-cc71-4674-9e68-adb6b8d8669e,6/29/2023 23:06,42.54817,-108.809,8850,feet,21403,21403,Shoshone National Forest,"FR 300, approx. 3.2 mi",USFS,"From Lander going south on hwy 789, continue onto hwy 28 then turn northwest onto FR 300 and travel approx. 3.2 mi. Site on east side of road.",MR,0510SH,Granodiorite,,FEID_MR0510SH_021403_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,No_Damage,,,,,,,,,,,,,,10/23/2023 23:12,ac15_CSUesri,10/23/2023 23:12,ac15_CSUesri,,,-108.809,42.54817
161,c410b659-f34d-476f-8ac7-dd6e52bb63d6,6/29/2023 23:06,42.59153,-108.848,8600,feet,21403,21403,Shoshone National Forest,Louis Lake Campground,USFS,"From Lander going south on hwy 789, continue onto hwy 28 then turn northwest onto FR 300. Turn northeast onto FR 308/ Louis Lake Campground. Good collection sites intermixed throughout campground.",MR,0510HU,Silt,,FEID_MR0510HU_021403_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,No_Damage,,,,,,,,,,,,,,10/23/2023 23:17,ac15_CSUesri,10/23/2023 23:17,ac15_CSUesri,,,-108.848,42.59153
162,dd620949-e444-47c4-acba-ce13fdd9d30d,6/21/2023 23:18,40.78501,104.6025,5330,feet,21006,21006,Arapaho and Roosevelt National Forests,CR 49,USFS,"From Ault going north on hwy 85, turn east onto CR 114 and then south onto CR 49. Travel for approx. 2 mi and stop before intersection with CR 108. Site on west side of road. ",HP,1015SA,Shale,,PASM_HP1015SA_021006_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,No_Damage,,,,,,,,,,,,,,10/23/2023 23:28,ac15_CSUesri,10/23/2023 23:28,ac15_CSUesri,,,104.6025,40.78501
163,75fcbe74-b519-42ee-a983-2ff797983108,7/4/2023 15:13,38.85592,-104.95,8300,feet,21209,21209,Pike and San Isabel National Forests,Barr trail,USFS,"Park at Barr TH and hike for approx. 2-3 mi, P. virens is continuous along the trail in P. ponderosa woodlands. Near the top of the incline P. virens appears in large patches. ",SR,0510SH,Granite,CONPS1-01,PEVI3_SR0510SH_021209_20230825,8/25/2023 9:00,8/25/2023 12:00,20230825,no,,Every_5,Plants,,350,5000,0.75,,GPS,GPS,Within 5m,WGS84,CEGL005647,No_Damage,,3,E,Sand,2,8/2/2023 18:00,Local,10,"Gaddis, M.",In Field,8/25/2023 18:00,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",10/24/2023 20:53,cnhp_guest4,10/24/2023 20:53,cnhp_guest4,,,-104.95,38.85592
164,230caa2e-2805-47ab-ae97-54a09df7d9a8,7/4/2023 15:13,38.85592,-104.95,8300,feet,21209,21209,Pike and San Isabel National Forests,Barr trail,USFS,"Park at Barr TH and hike for approx. 2-3 mi, P. virens is continuous along the trail in P. ponderosa woodlands. Near the top of the incline P. virens appears in large patches. ",SR,0510SH,Granite,CONPS1-02,PEVI3_SR0510SH_021209_20230901,9/1/2023 9:00,9/1/2023 12:00,20230901,no,,Every_5,Plants,,200,5000,0.75,,GPS,GPS,Within 5m,WGS84,CEGL005647,No_Damage,,3,E,Sand,2,9/1/2023 18:00,Local,10,"Gaddis, M.",In Field,8/25/2023 18:00,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",10/24/2023 20:56,cnhp_guest4,10/24/2023 20:56,cnhp_guest4,,,-104.95,38.85592
165,f0546921-e891-4bf4-808d-09da2d585cdb,8/3/2023 15:00,39.92432,-105.527,9222,feet,21001,21001,Arapaho and Roosevelt National Forests,Rollinsville rd / FR 525,USFS,"Take E portal rd from Hwy 199 across from Rollinsville. E 85m take right at fork before rd bears left and crosses creek. Follow fs camp rd approx. 0.9 mi, park at 4-way intersection and walk up hill to the east. On the south side of hilltop was where plants were developed, but located all along hilltop w/ site 1000' from car.",SR,1015SH,Gneiss,USFSR2-52,THRH_SR1015SH_021001_20230803,8/3/2023 9:00,8/3/2023 12:00,20230803,no,,Every_5,Plants,,200,3000,1.33,,GPS,GPS,Within 5m,WGS84,CEGL000545,No_Damage,,7,S,Sandy_Loam,2,8/3/2023 18:00,Local,10,"Shorrock, D.",In Field,8/3/2023 18:00,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",10/24/2023 21:46,cnhp_guest4,10/24/2023 21:46,cnhp_guest4,,,-105.527,39.92432
166,ef1cdc2d-0804-4c38-a4cb-c9a42a97a5a8,6/28/2023 14:44,42.53722,-108.71,8690,feet,21403,21403,Shoshone National Forest,Roundtop Mountain,USFS,"From Lander going south on hwy 789, continue onto hwy 28 then turn east onto Round Top rd / old state hwy 28. Drive approx. 1.3 mi, then turn northeast onto FR 4595 and drive approx. 1.5 mi. Site on hillside south of road. ",MR,0510SH,Gneiss,,FEID_MR0510SH_021403_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,No_Damage,,,,,,,,,,,,,,10/24/2023 22:56,ac15_CSUesri,10/24/2023 22:56,ac15_CSUesri,"Lupinus spp., Astragalus or Oxytropis spp.",,-108.71,42.53722
167,d54f1c58-c164-4fb6-8138-7c0fdd116d45,6/28/2023 14:30,42.53239,108.7177,8350,feet,21403,21403,Shoshone National Forest,FR 4595 / Roundtop Mountain ,USFS,"From Lander going south on hwy 789, continue onto hwy 28 then turn east onto Round Top rd / old state hwy 28. Drive approx. 1.3 mi, then turn northeast onto FR 4595 and drive approx. 0.7 mi then park. Site on hillside north of road. ",MR,0510SH,Metagraywacke,,Other_MR0510SH_021403_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,No_Damage,,,,,,,,,,,,,,10/24/2023 23:03,ac15_CSUesri,10/24/2023 23:03,ac15_CSUesri,"Geranium (viscosissum?), Poa spp., Erioganum (umballatum?)",,108.7177,42.53239
168,9df17fec-8329-4dde-9859-5e146702ba74,6/27/2023 15:03,44.26384,-109.474,6850,feet,21404,21404,Shoshone National Forest,FR 483 / Corral creek RD,USFS,"From Cody head west on Hwy 16, then turn south onto hwy 291/ South Froks rd. Turn east onto FR 483/ Corral creek rd and travel approx. 0.2 mi, until the Corral creek pit on the south side of the road. Park and walk approx. 400 ft north to site. ",WB,1015SH,Sand,,FEID_WB1015SH_021404_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,No_Damage,,,,,,,,,,,,,,10/25/2023 16:14,ac15_CSUesri,10/25/2023 16:14,ac15_CSUesri,BroEin,,-109.474,44.26384
169,70bf5188-2509-4a3e-9198-1a4f6bf23a42,6/21/2023 15:01,40.78542,-104.601,5342,feet,21006,21006,Arapaho and Roosevelt National Forests,CR 49,USFS,"From Ault go north on hwy 85, then turn east onto CR 114, and south onto CR 49. Travel approx. 1.75 mi and park before the turnoff for CR 110. Site on west side of road. ",HP,1015SA,Shale,,BOGR2_HP1015SA_021006_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,No_Damage,,,,,,,,,,,,,,10/25/2023 16:33,ac15_CSUesri,10/25/2023 16:33,ac15_CSUesri,"Cleveland serrulata, Sporobolis spp. (cryptandrus?)",,-104.601,40.78542
170,eafb7eff-000e-40e7-95d0-6e139a67dc9d,6/21/2023 20:16,40.79056,-104.543,5381,feet,21006,21006,Arapaho and Roosevelt National Forests,CR 55,USFS,"From Ault go north on hwy 85, then turn east onto CR 114, south onto CR 49, east onto CR 108, then north onto CR 55. Travel approx. 1.5 mi, then park. Site on east side of road (Check to make sure location is on FS land).",HP,1015SA,Shale,,SPCR_HP1015SA_021006_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,No_Damage,,,,,,,,,,,,,,10/25/2023 16:52,ac15_CSUesri,10/25/2023 16:52,ac15_CSUesri,Bouteloua curtipendula,,-104.543,40.79056
171,fd580036-fe43-488c-963f-9925d40cdd49,6/22/2023 18:42,40.79392,-103.992,5170,feet,21006,21006,Arapaho and Roosevelt National Forests,CR 113,USFS,"From Briggsdale go east on hwy 14, then north on CR 105. Continue onto CR 390 going northwest, then turn east onto CR 104, north onto CR 111, then east onto CR 110. Park at intersection of CR 113 and FR 685. Site southeast of road. ",HP,1015SA,Sandstone,,ANGE_HP1015SA_021006_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,No_Damage,,,,,,,,,,,,,,10/25/2023 17:59,ac15_CSUesri,10/25/2023 17:59,ac15_CSUesri,"Bouteloua dactyloides, Oenothera spp., Hesperostipa comata, Eriocoma hymenoides, Bromus inermis, Elymus elymoides, Artemesia frigida.",,-103.992,40.79392
175,2e16c2dd-cfd4-4f31-8708-edace469c85f,7/12/2023 13:51,43.4645,-105.176,4390,feet,20609,20609,Medicine Bow-Routt National Forest,"CR 473, south of Gibson Draw",USFS,"From hwy 59, go east on CR 942 for approx. 17 mi, then turn northeast on CR 973 for approx 0.75 mi. Stopped before water crossing, collected on southeast side of road.",NG,1015SA,Shale,USFSR2-53,NAVI4_NG1015SA_020609_20230712,7/12/2023 13:51,7/13/2023 5:42,20230712,no,,20_percent,Plants,,125,5000,3.5,,GPS,GPS,Within 5m,WGS84,CEGL001579,,No_Damage,,2,W,Clay,2,7/12/2023 18:00,Local,9,"Smith, J.P.",From Pressed Specimen on Another Date,10/10/2023 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",40:21.0,ac15_CSUesri,40:21.0,ac15_CSUesri,,,-105.176,43.4645
,71693d33-aa9a-451a-a613-860ad394bc5b,8/26/2023 14:58,38.60804278,-106.765252,9850,feet,20407,20407,"Grand Mesa, Uncompahgre and Gunnison National Forests",FR 604,USFS,"From hwy 135 going north from Gunnison, turn northeast onto the frontage road, then east onto CR 10. Continue onto CR 743 and turn southeast onto FR 604 and take for approx. .5 mi. Parked at the interestion with FR 604.2B.",SR,0510SH,Sandstone,USFSR2-27,ACPI2_SR0510SH_020407_20230826,8/26/2023 9:12,8/26/2023 14:30,20230826,no,,Every_5,Plants,,500,2000,3,,GPS,GPS,Within 5m,WGS84,CEGL00622,No_Damage,,5,NW,Sandy_Clay,2,8/26/2023 18:00,Local,9,"Smith, J.",From Pressed Specimen on Another Date,10/10/2023 0:00,"ID revised: translucent ligule, no hairs at top of sheath; but seed popped out- leaving hairy palea clearly visible; Eriocoma pinetorum","landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",8/29/2023 20:52,ac15_CSUesri,8/29/2023 20:52,ac15_CSUesri,,,-106.765252,38.60804278
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
